ID,Session,Online,Gender,Group,Age_Frac,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Group_Name,Age_YM,SES_inv,UG_Offer_Accept,Group,Train_Coef,AXCPT_t,CogFlex_t,SSRT,FlankerSwitch_t,FlankerInhib_t,Stroop_t,OneBack_WM_t,TwoBack_WM_t,Age_Frac_Imp,DG_RT_log,UG_RT_log,UG_Decision_RT_log,TD_AvgRT_log,DG_UG_RT_Diff_z,SES_inv_z,Perc_Delay_z,Delay_WMean_z,Reward_WMean_z,DG_Coins_Given_z,DG_UG_Diff_z,Corr_r_Exp_Delay_z,Corr_int_Exp_Delay_z,Corr_r_Exp_Reward_z,Corr_int_Exp_Reward_z,UG_Coins_Given_z,T_Matrix_z,T_Vocab_z,Corsi_WM_Span_z
172,1,1,M,2,8.2,8,23,5,21.73913043,Control,8.02,NA,0,2,-16.14204738,0.012295486,-0.81777871,-1.1185812,-0.17122781,-0.22138715,-0.78486562,0.66666669,0.34523809,8.2,-1.991985748,0.221716,-0.303365935,-0.020042506,-3.257696097,-0.588880719,0.539113614,-1.143444369,0.126947514,-1.654988026,1.869103792,0.245818055,-0.953153425,0.351135907,-0.203713286,0.360386969,0.083725512,-2.437190414,0.25369303
172,2,1,M,2,8.941666667,8,23,5,21.73913043,Control,8.01,NA,0,2,-16.14204738,-0.59145075,1.2347821,2.0275917,0.10586758,-0.48081911,-0.78486562,0.91666669,0.95833331,8.941666667,-1.248193975,-0.425547808,-0.889562699,-0.447233144,-2.628093643,-0.179916553,0.539113614,0.837921053,0.450949119,0.039609495,0.170526464,-0.059270373,0.641659515,0.77680801,-0.586135698,0.360386969,-0.117812235,-0.460522415,1.277525616
174,0,0,F,1,8.925,8,29,1,3.125,Experimental,8.11,3.5,0,1,-3.233066971,-0.075258218,0.69563979,-0.3443445,0.85107994,-0.45399931,-0.72501779,0.95833331,0.72619045,8.925,-1.315066852,-1.645907592,-2.753979133,-7.19681875,0.641527581,0.638011778,-0.259320472,-0.210192162,0.751595352,-1.654988026,1.869103792,-0.425758374,0.046164943,0.991321824,-0.888249199,0.360386969,1.292951994,0.292493966,1.277525616
174,1,1,F,1,9.291666667,8,29,1,3.125,Experimental,9.03,3.5,1,1,-3.233066971,-0.38349435,-1.3011233,0.17167674,0.81432635,-0.86118209,-1.346681,0.91666669,0.95833331,9.291666667,-1.420195663,-0.425547808,-0.482759427,-0.380922119,-3.928365846,0.638011778,0.539113614,1.086948439,0.16508193,-1.654988026,1.019815128,-1.12723923,1.326097905,0.582061195,-0.30156844,-1.140240739,0.8898765,-2.437190414,1.277525616
174,2,1,F,1,10.13611111,8,29,1,3.125,Experimental,10.01,3.5,0,1,-3.233066971,0.55462825,0.85650176,-1.0551753,0.57280993,-0.86118209,-1.346681,0.95833331,0.95833331,10.13611111,-1.183734382,-0.491293245,-1.461339216,-0.661254259,-3.406248354,0.638011778,-0.099633655,0.614210168,0.015730992,0.886908255,-0.6787622,-0.961532287,0.901911415,0.33283038,-0.109794985,0.360386969,1.494489741,-0.460522415,1.277525616
176,0,0,M,2,9.141666667,6,19,5,26.31578947,Control,9.1,2.75,0,2,-3.183724767,0.85187489,-0.17155567,-0.23530434,0.24150276,0.054187521,0.46893468,0.92261904,0.5,9.141666667,-0.268371824,-0.505784366,-1.496269214,-6.816091385,-0.065900963,-0.588880719,-0.259320472,0.65361419,-0.305491268,0.039609495,0.170526464,0.018837342,0.469934035,0.147521686,0.200169488,0.360386969,-1.830883084,-0.272268319,0.25369303
176,1,1,M,2,9.519444444,6,19,5,26.31578947,Control,9.06,2.75,0,2,-3.183724767,-0.71496958,-1.0780438,1.7249054,0.69336456,-0.86118209,-1.346681,0.92261904,0.33333334,9.519444444,-0.976599068,0.221716,-0.492575091,-0.18546199,-3.119899921,-0.588880719,0.060053162,-0.11296969,1.056015525,0.039609495,1.019815128,-0.940177639,0.359195644,1.610447469,-1.311613183,1.861014678,-1.830883084,-0.460522415,-0.770139556
176,2,1,M,2,10.34444444,6,19,5,26.31578947,Control,10.04,2.75,0,2,-3.183724767,0.47573841,-0.31116191,0.10528753,0.48139763,-0.22138715,-1.346681,0.65476191,0.80952382,10.34444444,-1.153725279,-0.425547808,1.644029357,0.302717879,-1.426780424,-0.588880719,-0.41900729,0.262153618,0.328353893,-0.807689266,0.170526464,-1.597120073,0.942791511,0.76064321,-0.483781441,-1.140240739,-0.722425476,-2.531317461,1.277525616
177,0,0,M,1,7.425,3,5,2,40,Experimental,7.5,2.25,0,1,-9.295216135,-0.059877381,-0.18841195,-0.78050506,0.38294998,-0.37705484,-0.51476663,0.77976191,0.11904763,7.425,-0.976632961,-1.582507083,-2.874581072,-7.597535687,1.119998745,-1.40680905,-1.217441376,-2.044884958,-1.264648651,-1.654988026,1.869103792,-0.015520906,-1.490633948,-0.684639829,1.207199724,0.360386969,0.386032133,-1.119411748,-0.770139556
177,1,1,M,1,7.913888889,3,5,2,40,Experimental,7.01,2.25,1,1,-9.295216135,-0.43897238,-0.14672166,-0.74835229,0.33789054,-0.22138715,-0.40465653,0.65476191,0.13095239,7.913888889,-2.293746144,-0.662540687,-2.171678823,-0.658038003,-2.628093643,-1.40680905,-0.898067741,-1.352960608,-1.274987321,-1.654988026,1.019815128,-0.881720944,-0.576607713,-0.707847796,1.222215421,-1.140240739,1.796796362,-2.437190414,-0.770139556
177,2,1,M,1,8.683333333,3,5,2,40,Experimental,8.08,2.25,1,1,-9.295216135,-0.059967436,0.5675863,-0.89689612,-0.35170919,-0.48081911,-1.346681,0.76190472,0.88095242,8.683333333,-2.168341447,-0.544978573,-2.023176038,-1.046556475,-3.119899921,-1.40680905,1.497234517,0.800139221,-1.261095726,-1.654988026,0.170526464,-1.149541726,1.126486634,-0.682085221,1.203623742,-2.640868448,0.285263259,-0.742903557,1.277525616
178,0,0,M,1,9.502777778,6,13,4,18.18181818,Experimental,9.6,2.25,0,1,5.815364872,0.79589635,0.097076155,-0.74835229,-0.01041168,0.40538156,0.43545324,0.95833331,0.81547618,9.502777778,-0.229920536,-0.516580461,-1.759924746,-7.841383729,-0.022998004,-1.40680905,-0.41900729,1.034788448,0.849524588,0.039609495,0.170526464,0.836907202,0.364604145,1.784410821,-1.198011214,0.360386969,-0.218581108,0.480748061,-0.770139556
178,1,1,M,1,9.855555556,6,13,4,18.18181818,Experimental,9.01,2.25,0,1,5.815364872,0.013328666,-0.23335302,-1.2691344,-0.41292435,-0.86118209,-1.346681,0.95833331,0.54761904,9.855555556,-1.634039789,-0.76000444,-2.119469021,-0.404359595,-1.426780424,-1.40680905,-0.738380924,0.81491347,0.243299024,0.886908255,-0.6787622,-1.156064147,1.140375136,0.13841193,-0.234204093,0.360386969,-0.420118855,-0.931157653,-0.770139556
178,2,1,M,1,10.61666667,6,13,4,18.18181818,Experimental,10.07,2.25,0,1,5.815364872,0.45894691,0.91613132,0.095543824,0.21712549,-0.32322037,-0.78486562,0.95833331,0.79761904,10.61666667,-1.622709455,-0.733946318,-1.312748731,-0.432953447,-3.406248354,-1.40680905,1.497234517,1.01891303,-0.001442939,0.886908255,-0.6787622,0.846433577,0.348496942,0.345627804,-0.099858276,0.360386969,-0.520887729,-2.531317461,1.277525616
179,0,0,M,2,6.188888889,1,2,1,50,Control,6.2,3,0,2,-122.2350362,-0.058956958,1.0154307,-1.0167587,-1.3601933,0.055647016,1.2039751,0.76190472,0.095238097,6.188888889,-1.580661138,-1.701026892,-2.633039257,-7.692214759,0.106742489,-0.179916553,-0.259320472,-2.584768521,1.092364689,-1.654988026,1.019815128,1.008698437,-2.367566519,1.949845527,-1.43974706,-1.140240739,-0.621656602,-1.307665843,-0.770139556
179,1,1,M,2,6.686111111,1,2,1,50,Control,6.08,3,1,2,-122.2350362,-0.020062545,-0.50750595,-0.63511819,-1.3601933,-0.86118209,-1.346681,0.5,0.29761904,6.686111111,-2.521700141,-0.811564935,-3.243607461,-0.723257944,-3.257696097,-0.179916553,-0.259320472,1.046994841,1.519165318,0.886908255,1.019815128,0.049125091,0.747098224,0.33283038,-1.287902935,3.361642386,1.595258615,-3.190206794,-0.770139556
179,2,1,M,2,7.422222222,1,2,1,50,Control,7.05,3,0,2,-122.2350362,0.77862239,0.37123799,-0.20672408,-1.0781063,-0.86118209,-1.346681,0.81547618,0.6785714,7.422222222,-0.785920053,-0.300633553,-1.696133823,-0.30001961,-2.572887182,-0.179916553,1.497234517,0.654289089,-0.083513386,0.886908255,-1.528050864,-0.382706551,0.659181936,0.424556787,-0.057566933,-1.140240739,0.688338753,-2.437190414,1.277525616
180,0,0,M,2,6.063888889,8,27,7,25.92592593,Control,6,3,1,2,-8.072374293,-0.57712609,-0.74711394,1.22136,-0.025837481,0.51029825,1.1122175,0.72619045,-0.059523813,6.063888889,-1.752209813,-2.04558925,-2.453845887,-7.012915775,0.963724562,-0.179916553,-1.377128193,-2.524503817,-1.286003936,-1.654988026,1.869103792,1.238898691,-2.43163121,-0.709579735,1.231494784,0.360386969,-1.42780759,-1.684174033,-1.793972142
180,1,1,M,2,6.430555556,8,27,7,25.92592593,Control,6.05,3,0,2,-8.072374293,-0.52104765,0.85650176,0.005191946,-0.22576652,-0.48081911,-0.40465653,0.76190472,0.33333331,6.430555556,-2.124128059,-0.50733382,-2.436125548,-1.232338662,-2.628093643,-0.179916553,1.497234517,0.776508408,-1.277662028,-1.654988026,2.718392456,0.661984357,0.257633383,-0.732311419,1.231494784,1.861014678,1.393720868,-3.284333842,-0.770139556
180,2,1,M,2,7.225,8,27,7,25.92592593,Control,7.02,3,0,2,-8.072374293,0.019328887,0.57667965,-1.1565087,-1.3601933,-0.083329588,-0.40465653,0.66666669,0.47619045,7.225,-1.736481932,-0.491293245,-0.783195815,-0.144043556,-2.628093643,-0.179916553,1.3375477,0.65148326,0.200444676,-1.654988026,1.869103792,-0.054259829,0.502733822,0.711691792,-0.367613656,0.360386969,2.099102982,-2.531317461,-0.770139556
182,0,0,F,2,8.583333333,7,20,5,25,Control,8.7,NA,1,2,-6.502746867,-0.05912523,-0.35748661,0.71669996,-0.57008547,1.0416268,0.83409405,0.95833331,0.66666669,8.583333333,-1.136710577,-1.11209245,-1.270602887,-8.111461381,-0.337488229,0.638011778,-0.898067741,0.191119327,0.407775259,0.886908255,-0.6787622,-0.825344786,0.527969108,1.084430805,-0.64165434,0.360386969,-1.12550097,0.386621014,0.25369303
182,1,1,F,2,8.936111111,7,20,5,25,Control,8.11,NA,1,2,-6.502746867,0.39948317,-0.34575951,-1.1100677,0.000409991,-0.22138715,-0.56533378,0.88095242,0.95833331,8.936111111,-1.539015448,-0.425547808,-1.174337999,-0.554300097,-1.426780424,-0.997844884,0.060053162,0.879104628,-1.265665569,1.734207016,-1.528050864,-0.999731977,1.113909801,-0.709579735,1.215298077,0.360386969,-0.218581108,-0.460522415,1.277525616
182,2,1,F,2,9.727777778,7,20,5,25,Control,9.08,NA,1,2,-6.502746867,-0.4183251,0.16337851,1.1349697,-0.03863126,-0.6566174,-0.78486562,0.85119045,0.80952382,9.727777778,-1.86042073,-0.876123285,-2.317933698,-0.308985207,-1.030747267,0.638011778,-0.578694107,0.322486461,-1.270426746,0.886908255,-0.6787622,-1.563041921,0.970967743,-0.696617939,1.215301702,0.360386969,-0.621656602,0.292493966,1.277525616
183,0,0,F,2,10.29166667,7,13,6,46.15384615,Control,10.3,2.5,1,2,-10.99424511,0.31810361,-0.085562967,-1.0531055,-0.071424276,0.53264403,-0.56359929,0.88095242,0.59523809,10.29166667,-1.120047569,-0.88382657,-2.358303582,-7.74666088,-0.700084992,-0.997844884,-0.259320472,-0.305109073,0.44438432,0.886908255,-0.6787622,-0.228542037,-0.116069466,0.47755977,-0.493454474,0.360386969,0.486801006,-0.272268319,0.25369303
183,1,1,F,2,10.69166667,7,13,6,46.15384615,Control,10.08,2.5,0,2,-10.99424511,0.42469186,-0.73999429,0.060201898,0.1547237,-0.86118209,-0.78486562,0.95833331,0.79761904,10.69166667,-1.674738643,-0.245072768,-2.054663332,-0.905944096,-1.030747267,-0.997844884,0.379426796,0.259839927,0.183443085,-0.807689266,1.019815128,-0.366267745,0.362510586,0.701372471,-0.35105848,0.360386969,0.990645374,-0.460522415,0.25369303
183,2,1,F,2,11.45277778,7,13,6,46.15384615,Control,11.05,2.5,1,2,-10.99424511,0.84184581,-0.83469021,0.59862137,-0.2223818,-0.48081911,-0.40465653,0.80952382,0.95833331,11.45277778,-1.915599679,-0.247529497,-2.202803431,-0.909533009,-3.119899921,-0.997844884,-0.259320472,0.131838763,0.726929471,-0.807689266,0.170526464,-0.634771136,0.394961746,0.829151046,-0.821212915,-1.140240739,1.292951994,-0.931157653,0.25369303
184,0,0,F,1,7.305555556,8,21,2,7.142857143,Experimental,7.3,3,1,1,-52.07152931,-0.86686856,0.86804646,-0.76233172,0.15022206,0.66546535,-0.80393147,0.95833331,0.16666666,7.305555556,-1.115360146,-1.294335702,-2.870962387,-6.99818727,0.091768932,-0.179916553,-1.217441376,-0.617640362,-1.286003936,0.039609495,0.170526464,-1.467156839,0.237228464,-0.709579735,1.231494784,0.360386969,-0.722425476,0.574875109,-1.793972142
184,1,1,F,1,7.680555556,8,21,2,7.142857143,Experimental,7.08,3,1,1,-52.07152931,-0.22900884,-0.3202841,-0.33624145,-1.3109605,-0.86118209,-1.346681,0.74404758,0.73809528,7.680555556,-0.958783011,-0.491293245,-0.758689104,-0.431438742,-0.601581131,-0.179916553,-0.578694107,-0.471020745,-0.911676293,0.886908255,-1.528050864,0.015057935,-0.346702355,1.135141946,0.365234597,-1.140240739,0.486801006,-0.931157653,0.25369303
184,2,1,F,1,NA,8,21,2,7.142857143,Experimental,NA,3,0,1,-52.07152931,0.31996235,-0.76251578,0.44527104,0.096771032,-0.48081911,-0.40465653,0.88095242,0.95833331,7.680555556,-1.758022559,-0.245072768,0.05412889,-0.10815062,-3.807212014,-0.179916553,0.060053162,1.027850581,1.505357474,0.039609495,-1.528050864,-0.702851249,1.093622648,0.38357616,-1.31011049,-2.640868448,1.796796362,-0.931157653,1.277525616
185,0,0,F,1,10.06111111,7,19,3,8.333333333,Experimental,10,3,1,1,-2.011280021,0.45064563,-0.97085452,0.94596386,-0.019507945,-0.31056964,-0.47873563,0.95833331,0.92261904,10.06111111,-0.97052636,-1.655093919,-3.195852818,-7.293977603,1.363777975,-0.179916553,-1.377128193,-0.769404527,-1.286003936,0.886908255,-1.528050864,0.745514265,-0.914051726,-0.709579735,1.231494784,-1.140240739,-0.420118855,1.139637394,1.277525616
185,1,1,F,1,10.43888889,7,19,3,8.333333333,Experimental,10.05,3,1,1,-2.011280021,-0.45483685,-0.50152284,0.62951046,-0.93686801,-0.6566174,-0.56533378,0.91666669,0.95833331,10.43888889,-1.55867816,-0.425547808,-1.642894932,-0.325563147,-3.119899921,-0.179916553,-0.259320472,0.584305569,-1.023035208,0.039609495,-0.6787622,-0.948111097,0.873696649,-0.462778586,0.949950469,-1.140240739,1.796796362,-3.190206794,0.25369303
185,2,1,F,1,NA,7,19,3,8.333333333,Experimental,NA,3,0,1,-2.011280021,-0.59145075,0.22678071,1.0989176,0.75386441,-0.32322037,-0.93650651,0.92261904,0.95833331,10.43333333,-1.034917856,0.221716,-1.849926957,-0.370884399,-3.807212014,-0.179916553,1.497234517,1.071535219,0.491365947,0.039609495,-0.6787622,1.582481161,0.054078817,-0.706500734,-0.185383503,-1.140240739,-0.017043361,-2.437190414,1.277525616
186,0,0,F,2,8.833333333,4,8,1,10,Control,8.1,2,0,2,-9.617289919,-0.28507721,0.023710072,0.95068389,0.35775253,0.51087391,0.30443382,0.95833331,0.84523809,8.833333333,-0.461320204,-1.109316696,-1.87961771,-6.812086211,0.632227894,-1.815773215,-1.377128193,-2.823622535,-0.995572057,0.886908255,-0.6787622,0.836907202,-2.4617793,-0.370397019,0.901081968,0.360386969,-1.528576464,-0.460522415,-0.770139556
186,1,1,F,2,9.163888889,4,8,1,10,Control,9.01,2,0,2,-9.617289919,-0.86989993,-0.41806746,-0.68990457,0.012189478,-0.6566174,-0.56533378,0.5,0.85119045,9.163888889,-1.887726252,-0.425547808,1.893393603,0.024466888,-3.119899921,-1.815773215,-1.377128193,-1.14062041,-1.245044725,-1.654988026,0.170526464,-0.533286961,-0.584851331,-0.701882232,1.196626874,-2.640868448,-0.823194349,-0.460522415,0.25369303
186,2,1,F,2,9.933333333,4,8,1,10,Control,9.11,2,0,2,-9.617289919,-0.77236128,-0.21355499,-0.46990976,0.66706955,-0.6566174,-1.346681,0.88095242,0.95833331,9.933333333,-1.408360356,-0.425547808,-0.156148682,-0.241801348,-1.426780424,-1.815773215,0.219739979,0.994162852,-1.275834753,-1.654988026,1.019815128,-1.123739798,1.256485143,-0.706500734,1.222496614,-1.140240739,-1.024732096,-3.190206794,1.277525616
187,0,0,M,2,9.872222222,8,27,8,28.57142857,Control,9.1,3,1,2,0.356145237,-0.027092922,0.23078066,-0.70781165,-0.93686801,-0.47577065,0.093710132,0.95833331,0.88095242,9.872222222,-1.122003241,-0.973534856,-1.963890389,-7.366199297,-0.559178807,-0.179916553,0.539113614,0.365739984,0.837016493,0.039609495,-0.6787622,-0.153984641,0.340297247,1.103551399,-0.989073698,-1.140240739,0.8898765,0.198366918,0.25369303
187,1,1,M,2,10.19722222,8,27,8,28.57142857,Control,10.02,3,1,2,0.356145237,0.21789876,-1.162601,-1.5001835,0.13402745,-0.6566174,-1.346681,0.79761904,0.77976191,10.19722222,-1.251825386,-0.245072768,-0.254444524,-0.373928911,-1.030747267,-0.179916553,1.497234517,0.87818213,1.472033536,-1.654988026,1.019815128,-0.178985933,0.727426399,1.36884315,-1.572306981,-1.140240739,0.688338753,-2.437190414,1.277525616
187,2,1,M,2,10.94166667,8,27,8,28.57142857,Control,10.11,3,1,2,0.356145237,1.0358094,0.42263985,-0.50855929,-0.14239597,-0.32322037,-0.78486562,0.91666669,0.91666669,10.94166667,-1.073068814,-0.245072768,-0.316794173,0.125572986,-1.58935048,-0.179916553,1.497234517,0.476558376,0.015448389,-1.654988026,1.869103792,-0.628841434,0.644690192,0.384878206,-0.124780554,0.360386969,0.58756988,-2.437190414,1.277525616
188,0,0,F,1,6.988888889,5,4,7,175,Experimental,6.11,3.75,0,1,31.87082653,-0.71287435,0.67985165,-0.21713099,0.7058934,0.50055516,-0.23710731,0.73809528,0.57142854,6.988888889,-1.56280043,-1.721311458,-2.151645917,-7.521799125,0.233084727,1.046975943,-0.578694107,-1.94037714,0.903828028,0.886908255,-0.6787622,3.12241779,-2.889128477,1.636434048,-1.198011214,0.360386969,0.184494386,0.386621014,-1.793972142
188,1,1,F,1,7.336111111,5,4,7,175,Experimental,7.04,3.75,0,1,31.87082653,-0.38298848,-1.1666828,-0.69290954,0.62740052,-0.35704857,-1.346681,0.81547618,0.95833331,7.336111111,-1.799659019,-0.425547808,-0.203834322,-0.252655979,-3.119899921,1.046975943,1.3375477,-0.346413805,2.069261648,0.886908255,-1.528050864,1.645598532,-1.027302468,2.016875373,-2.23729989,-1.140240739,0.386032133,-0.460522415,0.25369303
188,2,1,F,1,NA,5,4,7,175,Experimental,NA,3.75,1,1,31.87082653,-0.42982206,1.2878773,-0.68990457,-0.025837481,-0.22138715,-0.93650651,0.95833331,0.79761904,10.13611111,-1.045749342,-0.404035515,-1.257892646,-0.567807383,-1.030747267,1.046975943,1.177860883,-0.398335631,-0.753647183,0.039609495,0.170526464,0.055734259,-0.321830181,1.10336233,0.267790718,0.360386969,1.796796362,0.480748061,1.277525616
189,0,0,M,1,10.28888889,3,9,4,33.33333333,Experimental,10.3,3.75,0,1,-47.83998707,-0.072187267,0.45853901,0.33226368,-0.2223818,-1.3059661,-0.40773308,0.88095242,0.71428573,10.28888889,-0.856186808,-1.153010282,-2.566870588,-7.937416712,0.251987517,1.046975943,0.060053162,-0.019329432,0.034057767,0.886908255,0.170526464,-0.981331227,0.447134542,0.527439581,-0.181262954,1.861014678,-0.420118855,0.198366918,0.25369303
189,1,1,M,1,10.63333333,3,9,4,33.33333333,Experimental,10.07,3.75,0,1,-47.83998707,0.003386066,-1.0349877,1.9576058,-0.82261783,-0.48081911,-0.78486562,0.5,0.91666669,10.63333333,-0.85549347,-0.245072768,0.798074457,-0.027345046,-3.406248354,1.046975943,1.497234517,1.072045591,-0.065701922,0.886908255,-0.6787622,0.488552753,0.55564673,0.529718041,-0.102483972,0.360386969,-0.319349982,-2.437190414,1.277525616
189,2,1,M,1,NA,3,9,4,33.33333333,Experimental,NA,3.75,1,1,-47.83998707,0.84184581,0.2606473,0.59539074,-0.22576652,-0.22138715,-0.56533378,0.92261904,0.95833331,10.975,-2.01169789,-0.495828005,-1.461339216,-1.080399757,-3.257696097,1.046975943,1.497234517,0.357508707,-1.264648651,0.886908255,-1.528050864,1.582481161,-0.498755406,-0.681254802,1.207199724,-1.140240739,0.184494386,-0.178141272,0.25369303
190,0,0,M,2,10.06666667,6,9,11,122.2222222,Control,10,3.25,1,2,-15.06741094,0.86163688,-0.59920824,1.618378,0.093614586,0.29589841,-0.57410234,0.85119045,0.59523809,10.06666667,-0.068592791,-1.831826893,-3.64037175,-7.366831364,3.00771381,0.229047612,-0.738380924,0.618153555,-1.279902426,-0.807689266,0.170526464,-0.262900284,0.576394478,-0.726206338,1.231494784,-1.140240739,1.494489741,-1.0252847,0.25369303
190,1,1,M,2,10.43611111,6,9,11,122.2222222,Control,10.05,3.25,1,2,-15.06741094,-0.36931714,1.0528859,0.33571336,0.29651713,-0.22138715,-1.346681,0.81547618,0.63095242,10.43611111,-1.436701075,0.221716,0.161930867,-0.453609738,-3.119899921,0.229047612,-0.738380924,0.540419468,-1.277641121,-1.654988026,1.869103792,-1.991997145,1.332247922,-0.709579735,1.224834954,0.360386969,0.285263259,-0.460522415,1.277525616
190,2,1,M,2,11.2,6,9,11,122.2222222,Control,11.02,3.25,1,2,-15.06741094,0.36083528,1.020395,1.7036711,-0.82261783,-0.86118209,-0.56533378,0.54761904,0.39285713,11.2,-1.025629324,-0.425547808,0.40138096,0.008563787,-1.426780424,0.229047612,-0.099633655,1.024211664,-1.277641121,-0.807689266,0.170526464,0.836907202,0.356856383,-0.709579735,1.224834954,-1.140240739,0.486801006,-2.531317461,1.277525616
191,0,0,M,1,9.763888889,3,12,2,12.5,Experimental,9.9,3.5,0,1,-21.62318581,0.84469724,0.094252996,-0.13884574,-0.41942731,-0.47069746,0.33177152,0.84523809,0.76190472,9.763888889,0.077781377,-0.403367672,-1.658608956,-6.809652314,0.075065905,0.638011778,-0.578694107,-0.746511289,0.282084152,0.886908255,-0.6787622,-0.209301418,-0.448452159,0.279703186,-0.306382512,0.360386969,-0.621656602,-0.084014224,0.25369303
191,1,1,M,1,10.07777778,3,12,2,12.5,Experimental,10,3.5,0,1,-21.62318581,0.50201648,0.16337851,0.66027808,0.24682632,-0.48081911,-0.78486562,0.85119045,0.39285713,10.07777778,-3.708028682,-1.382644853,-1.348217294,-0.01621228,-1.030747267,0.638011778,-0.578694107,-2.073082331,0.71735963,0.039609495,0.170526464,0.080842346,-1.556586657,0.844632459,-0.818116194,0.360386969,0.386032133,-2.531317461,1.277525616
191,2,1,M,1,10.82777778,3,12,2,12.5,Experimental,10.09,3.5,1,1,-21.62318581,0.028218212,0.92074239,-0.60610348,-0.21694142,-0.32322037,-0.93650651,0.95833331,0.92261904,10.82777778,-3.09762122,-0.699484202,-0.029199514,-0.237982463,-3.807212014,0.638011778,-0.41900729,-0.614526743,0.608146837,0.886908255,-1.528050864,0.103386963,-0.498755406,0.38357616,-0.596402682,-1.140240739,0.184494386,-0.931157653,-0.770139556
193,0,0,M,2,10.48611111,1,3,0,0,Control,10.5,1.75,0,2,6.348896894,-0.059367813,0.329597,0.20085622,-0.57274747,0.21240267,0.18723479,0.88095242,0.023809522,10.48611111,-1.052859175,-0.75719451,-1.685287225,-7.349117332,-0.75659614,-2.224737381,-0.259320472,0.357508707,0.531635914,0.886908255,-1.528050864,-0.380061906,0.440539647,1.037876314,-0.72668705,-1.140240739,-0.420118855,-2.437190414,0.25369303
193,1,1,M,2,NA,1,3,0,0,Control,NA,1.75,0,2,6.348896894,-0.020698555,0.22678071,0.60318547,0.012189478,-0.86118209,-0.56533378,0.63095242,0.54761904,7.9,-0.918554834,0.221716,-2.056300849,-0.80887737,-3.119899921,-2.224737381,0.219739979,-0.322159574,0.407775259,-0.807689266,0.170526464,-0.634771136,0.055713802,1.672027295,-0.821212915,-1.140240739,-1.12550097,-2.531317461,0.25369303
193,2,1,M,2,NA,1,3,0,0,Control,NA,1.75,1,2,6.348896894,-0.42982206,0.41009805,-1.9496378,-1.3109605,-0.48081911,-0.56533378,0.58333331,0.33333334,7.883333333,-1.987508985,-0.425921117,-1.387793237,0.338704838,0.425450191,-2.224737381,-1.057754559,-1.314689866,-1.280354476,-0.807689266,1.019815128,1.399008122,-1.638924866,-0.718816596,1.231494784,0.360386969,0.184494386,1.610272632,0.25369303
194,0,0,F,2,10.37222222,5,11,3,27.27272727,Control,10.4,2.75,1,2,4.146820547,-0.07448148,0.093823671,-1.2614002,0.41431198,-0.22138715,0.74091846,0.95833331,0.80952382,10.37222222,-0.837968765,-1.11209245,-1.953878319,-7.429241523,0.200270335,-0.588880719,-1.377128193,-0.017271613,-0.816187661,0.886908255,-2.377339528,-0.377656828,0.164873048,-0.160901812,0.697003465,-2.640868448,-0.823194349,-0.272268319,0.25369303
194,1,1,F,2,NA,5,11,3,27,Control,10.07,2.75,1,2,4.146820547,0.40107128,0.018474851,-0.70781165,-0.49393806,-0.6566174,-0.56533378,0.91666669,0.88095242,9.319444444,-1.443029074,-0.786897703,-1.299073871,-0.718331678,-3.928365846,-0.588880719,0.698800431,0.644251929,0.424859487,-1.654988026,0.170526464,0.246976101,0.354487165,-0.335481151,-0.23745651,-2.640868448,-1.024732096,-0.931157653,0.25369303
194,2,1,F,2,NA,5,11,3,27,Control,NA,2.75,0,2,4.146820547,0.3656798,0.03433311,1.1349697,0.02079621,-0.6566174,-0.56533378,0.88690472,0.95833331,11.13611111,-1.872750445,-0.491293245,0.507497834,-0.159848465,-3.257696097,-0.588880719,-0.578694107,0.045381632,-1.020588248,-0.807689266,0.170526464,-0.714367649,0.366697826,0.973863985,0.534226563,-1.140240739,-1.226269843,-3.190206794,0.25369303
195,0,0,M,2,10.37222222,6,16,6,37.5,Control,10.4,2.75,0,2,-3.260987061,-0.064547539,0.37160543,-0.70781165,-0.13663697,0.68948877,-0.98071313,0.95833331,0.71428573,10.37222222,-0.375349484,-0.686122566,-1.382537312,-7.996522972,0.048820459,-0.588880719,-0.578694107,0.492332611,-0.707885857,0.039609495,0.170526464,-0.038884513,0.378924488,-0.094395398,0.591319954,0.360386969,0.486801006,-0.178141272,0.25369303
195,1,1,M,2,NA,6,16,6,37.5,Control,NA,2.75,1,2,-3.260987061,0.32601681,-0.73999429,0.37762117,-0.85713786,-0.48081911,-0.56533378,0.58333331,0.92261904,11.58611111,-1.136068626,0.221716,-0.929505037,0.008563787,-3.257696097,-0.588880719,0.060053162,0.644251929,0.743166582,-1.654988026,1.019815128,0.248611697,0.356124995,0.741091438,-0.820223031,-1.140240739,-0.420118855,-3.190206794,0.25369303
195,2,1,M,2,NA,6,16,6,37.5,Control,NA,2.75,0,2,-3.260987061,0.73706222,-0.65212369,-1.3438791,-0.49332526,-0.32322037,-1.346681,0.65476191,0.80952382,11.54166667,-1.094190862,-0.425547808,-0.544162716,0.086825334,-1.58935048,-0.588880719,1.497234517,0.64708848,0.849524588,0.039609495,0.170526464,0.549348228,0.211113368,1.784410821,-1.198011214,0.360386969,0.083725512,-0.460522415,1.277525616
