ID,Session,DG_Coins_Given,DG_RT,UG_Offer_Accept,UG_Coins_Given,UG_Decision_RT,UG_RT,DG_UG_Diff,DG_UG_RT_Diff,tot_delay_perc,perc_hiconf_delay,perc_loconf_delay,hi_lo_conf_del_diff,AvgRT_3SD,AvgdelayRT_3SD,AvgimmRT_3SD,imm_del_RT_3SD_Diff,hi_lo_conf_RT_Diff,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Gender,Group,Age_Frac,Group_Name,Train_Coef,Age_YM
102,0,0,6.234,1,3,10.053,6.467428571,3,0.233428571,27.77777778,44.44444444,11.11111111,-33.33333333,3602.833333,3861.6,3503.307692,358.2923077,-93.22222222,-1.890571429,6.862,0.981367314,0.5285,-1.085,0.901403439,The Vineyard,F,2,6.963888889,Control,-11.47549974,6.11
102,1,1,2.2475,1,3,18.25,4.088428571,2,1.840928571,5.555555556,0,11.11111111,-33.33333333,2773.176471,NA,2773.176471,NA,3204.555556,0.119714286,1.162666667,0.016620942,-0.44,-1.525,0.998221145,The Vineyard,F,2,7.191666667,Control,-11.47549974,7.02
102,2,2,6.97736,1,NA,5.73491,NA,NA,NA,33.33333333,44.44444444,22.22222222,-22.22222222,2.817302222,4.171173333,2.140366667,2.030806667,1.134268889,-1.915607432,6.238968461,0.944530635,1.049236835,-3.025643808,0.970442012,The Vineyard,F,2,8.119444444,Control,-11.47549974,8.01
103,0,1,2.119166667,1,1,7.06,2.030571429,0,-0.088595238,77.77777778,77.77777778,77.77777778,0,1617.294118,1643.615385,1531.75,111.8653846,-757.1111111,-0.624285714,5.48,0.857152732,1.2505,-7.225,0.654295994,The Vineyard,F,1,10.81111111,Experimental,-16.83416205,10.9
103,1,2,1.258,1,2,5.791,1.848285714,0,0.590285714,100,100,100,0,1469.444444,1469.444444,NA,NA,200.2222222,0.946857143,-2.434,0.395113977,-0.2065,1.4,0.598624248,The Vineyard,F,1,11.05833333,Experimental,-16.83416205,11
103,2,6,4.67021,1,NA,2.645595,NA,NA,NA,100,100,100,0,0.789262941,0.789262941,NA,NA,0.603638333,-0.096296353,4.756790557,0.391451762,1.342592578,-6.976851569,0.84968547,The Vineyard,F,1,12.06666667,Experimental,-16.83416205,12
104,0,0,2.675333333,1,3,6.572,2.982714286,3,0.307380952,0,0,0,0,935.3529412,NA,935.3529412,NA,1116.666667,0,-5,1,0,5,1,Streatham & Clapham Prep,F,2,9.319444444,Control,-8.503327602,9.3
104,1,0,3.029833333,0,3,10.941,4.151428571,3,1.121595238,0,0,0,0,1623.111111,NA,1623.111111,NA,319.5555556,-0.947142857,5.086666667,0.192473111,0.25,-5,0.066666667,Streatham & Clapham Prep,F,2,9.522222222,Control,-8.503327602,9.06
104,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,2,NA,Control,-8.503327602,NA
105,0,2,3.233666667,0,3,6.438,1.969571429,1,-1.264095238,33.33333333,55.55555556,11.11111111,-44.44444444,2311.777778,2295.5,2319.916667,-24.41666667,-772.6666667,-1.956571429,7.758,0.909697103,0.799,-1.59,0.980925455,The Vineyard,F,1,8.830555556,Experimental,-7.190791275,8.9
105,1,3,4.2035,1,3,9.254,2.163,0,-2.0405,72.22222222,88.88888889,55.55555556,-33.33333333,1730,1960.230769,1131.4,828.8307692,-5.333333333,0.612,0.331333333,0.816973011,-0.5635,4.13,0.855619739,The Vineyard,F,1,9.052777778,Experimental,-7.190791275,9
105,2,2,7.941135,0,NA,8.31242,NA,NA,NA,100,100,100,0,3.107093889,3.107093889,NA,NA,1.428067778,-0.830423264,6.39567905,0.874346312,0.496296317,1.013889313,0.999968671,The Vineyard,F,1,10.03611111,Experimental,-7.190791275,10
106,0,0,1.726166667,0,3,3.445,1.818571429,3,0.092404762,11.11111111,0,22.22222222,-77.77777778,1789.666667,3385.5,1590.1875,1795.3125,-659.3333333,-1.240857143,1.544666667,0.925059591,0.5345,1.175,0.893693179,The Vineyard,F,1,8.961111111,Experimental,-5.270658323,8.11
106,1,1,1.499166667,1,3,9.935,2.730428571,2,1.231261905,0,0,0,0,886.3529412,NA,886.3529412,NA,463.2222222,-1.571428571,6.333333333,0.357635468,0,-5,1,The Vineyard,F,1,9.080555556,Experimental,-5.270658323,9
106,2,2,6.962105,0,NA,1.35128,NA,NA,NA,0,0,0,0,0.997172059,NA,0.997172059,NA,-0.113097778,-1.311111111,1.977777778,0.930130471,0.137222222,4.033333333,0.580733901,The Vineyard,F,1,10.15555556,Experimental,-5.270658323,10.01
107,0,2,1.629166667,0,2,5.534,1.891142857,0,0.26197619,72.22222222,77.77777778,66.66666667,-11.11111111,1023.555556,1098.692308,828.2,270.4923077,20.44444444,-0.123714286,3.984666667,0.034186631,0.3175,2.715,0.89906242,SIAL,F,1,10.20555556,Experimental,-12.04821259,10.1
107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SIAL,F,1,10.37222222,Experimental,-12.04821259,10.04
107,2,2,9.810485,0,NA,1.684725,NA,NA,NA,100,100,100,0,1.292816389,1.292816389,NA,NA,-0.096379444,-0.244761905,5.138408565,0.927490186,-0.005442708,5.013606771,0.8,SIAL,F,1,11.40277778,Experimental,-12.04821259,11.04
108,0,2,0.982333333,0,3,6.309,1.865428571,1,0.883095238,33.33333333,44.44444444,22.22222222,-22.22222222,989.6470588,1053.4,963.0833333,90.31666667,273.6666667,-0.98,3.803333333,0.884172538,1.24,-4.915,0.995529312,The Vineyard,M,1,8.702777778,Experimental,-4.788239837,8.8
108,1,3,1.548333333,0,3,8.165,2.120714286,0,0.572380952,5.555555556,11.11111111,0,11.11111111,1288.5,4382,1106.529412,3275.470588,205.6666667,-0.656,6.202666667,0.634599763,-0.63,2.275,0.939130435,The Vineyard,M,1,8.913888889,Experimental,-4.788239837,NA
108,2,2,3.77381,0,NA,3.6224,NA,NA,NA,50,66.66666667,33.33333333,-33.33333333,3.261276111,3.585535556,2.937016667,0.648518889,0.580556667,-1.281639592,6.878540114,0.881206547,0.419476997,0.528147945,0.980923406,The Vineyard,M,1,9.913888889,Experimental,-4.788239837,9.01
109,0,2,1.628,1,2,11.788,2.692428571,0,1.064428571,11.11111111,11.11111111,11.11111111,0,1936.588235,2969,1872.0625,1096.9375,359.6666667,-1.068,4.064666667,0.95104836,0.5225,0.755,0.987994155,Churchfields,M,1,9.244444444,Experimental,-4.929832352,9.2
109,1,0,1.5475,1,2,7.539,1.852428571,2,0.304928571,27.77777778,22.22222222,33.33333333,11.11111111,1394.222222,1541.4,1337.615385,203.7846154,-256.8888889,0.012857143,2.41,2.21198e-4,-0.1435,0.07,0.851139241,Churchfields,M,1,9.522222222,Experimental,-4.929832352,9.06
109,2,1,2.24053,1,NA,5.942665,NA,NA,NA,44.44444444,55.55555556,33.33333333,-22.22222222,2.114920278,2.071040625,2.150024,-0.078983375,-0.156516111,-0.815873101,4.960494383,0.996237819,0.673611076,-0.282406984,0.914617861,Churchfields,M,1,10.55833333,Experimental,-4.929832352,NA
110,0,3,2.3415,1,3,20.536,4.542571429,0,2.201071429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,2,8.186111111,Control,-5.480181187,8.1
110,1,3,3.175333333,0,3,8.212,2.128,0,-1.047333333,16.66666667,22.22222222,11.11111111,-11.11111111,439.7058824,803,391.2666667,411.7333333,45,0.166,3.640666667,0.168618766,-1.338,7.47,0.771493952,The Vineyard,F,2,8.422222222,Control,-5.480181187,8.05
110,2,3,3.57709,1,NA,2.321515,NA,NA,NA,100,100,100,0,0.916837222,0.916837222,NA,NA,0.391877778,-0.249627976,4.651909722,0.408152948,0.491536458,0.950520833,0.998196321,The Vineyard,F,2,9.4,Control,-5.480181187,9.04
111,0,3,1.497166667,0,3,7.793,2.196428571,0,0.699261905,33.33333333,55.55555556,11.11111111,-44.44444444,1169.555556,1472,1018.333333,453.6666667,162.6666667,-1.426285714,4.065333333,0.96889628,0.7885,-1.135,0.966843363,The Vineyard,M,1,8.066666667,Experimental,7.259121933,8
111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,M,1,NA,Experimental,7.259121933,NA
111,2,2,5.92677,0,NA,8.094645,NA,NA,NA,55.55555556,55.55555556,55.55555556,0,1.562359444,2.171473,0.8009675,1.3705055,0.434547778,-0.549549696,5.744979745,0.970176327,0.415422906,0.010281033,0.980786412,The Vineyard,M,1,9.313888889,Experimental,7.259121933,NA
112,0,3,6.057833333,0,3,11.401,6.313428571,0,0.255595238,38.88888889,55.55555556,22.22222222,-33.33333333,906.2352941,740.5714286,1022.2,-281.6285714,551.1111111,0,-5,1,0,5,1,Churchfields,M,1,6.283333333,Experimental,0.361893879,6.3
112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,M,1,6.561111111,Experimental,0.361893879,6.06
112,2,3,5.087115,1,NA,4.841255,NA,NA,NA,100,100,100,0,3.463031111,3.463031111,NA,NA,0.613662222,-1.004761933,5.998148412,0.999682866,4.6285e-4,4.96759344,0.003388218,Churchfields,M,1,7.6,Experimental,0.361893879,NA
113,0,3,1.352833333,0,3,6.633,1.905571429,0,0.552738095,27.77777778,33.33333333,22.22222222,-11.11111111,2104.611111,2447.2,1972.846154,474.3538462,-56.11111111,-1.02,5.436666667,0.956836297,0.862,-2.185,0.954376321,The Vineyard,F,2,10.80277778,Control,-7.31479121,10.9
113,1,2,1.186666667,0,3,2.692,1.277714286,1,0.091047619,38.88888889,66.66666667,11.11111111,-55.55555556,1939.235294,2563.428571,1502.3,1061.128571,-170.6666667,2.086857143,-6.4473333330000004,0.823919699,-0.105,4.34,0.882352941,The Vineyard,F,2,10.99166667,Control,-7.31479121,10.11
113,2,3,6.12143,1,NA,0.4201,NA,NA,NA,33.33333333,44.44444444,22.22222222,-22.22222222,1.414663824,1.674168,1.306537083,0.367630917,0.889302778,-0.806878307,5.817901235,0.915471243,0.124537037,4.101851852,0.872081952,The Vineyard,F,2,11.99444444,Control,-7.31479121,11.11
114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,1,9.091666667,Experimental,-2.336584133,9.1
114,1,2,1.5405,0,3,9.797,2.284428571,1,0.743928571,44.44444444,55.55555556,33.33333333,-22.22222222,1608.277778,2555.5,850.5,1705,413.2222222,-0.168285714,5.117333333,0.179041369,-0.7805,3.78,0.980944866,The Vineyard,F,1,9.275,Experimental,-2.336584133,9.03
114,2,0,10.00312,1,NA,9.614145,NA,NA,NA,100,100,100,0,1.284169118,1.284169118,NA,NA,0.787432222,-0.624073985,6.154938196,0.859582019,0.548148134,0.453703986,0.885121947,The Vineyard,F,1,10.26944444,Experimental,-2.336584133,10.03
115,0,2,1.793333333,1,3,4.848,1.567714286,1,-0.225619048,0,0,0,0,1392.352941,NA,1392.352941,NA,637.3333333,-0.48,3.126666667,0.457821111,0.5275,1.175,0.874074801,The Vineyard,F,2,8.363888889,Control,-17.9718925,8.04
115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,2,NA,Control,-17.9718925,NA
115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,2,NA,Control,-17.9718925,NA
116,0,3,3.677,1,3,8.961,4.347857143,0,0.670857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,1,7.15,Experimental,9.158676286,7.1
116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,1,NA,Experimental,9.158676286,NA
116,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,1,NA,Experimental,9.158676286,NA
117,0,1,2.534333333,1,5,13.361,4.312142857,4,1.777809524,0,0,0,0,754.2222222,NA,754.2222222,NA,94.44444444,0,-5,1,0,5,1,The Vineyard,M,2,7.486111111,Control,-45.94536363,7.5
117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,M,2,NA,Control,-45.94536363,NA
117,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,M,2,NA,Control,-45.94536363,NA
118,0,1,4.588166667,0,3,10.52,5.163857143,2,0.575690476,66.66666667,55.55555556,77.77777778,22.22222222,1197.705882,1293.818182,1021.5,272.3181818,467.5555556,0.401428571,2.126666667,0.106095819,1.5,-5,0.6,The Vineyard,F,2,6.833333333,Control,-86.7068465,6.1
118,1,3,1.621333333,0,3,47.589,8.749571429,0,7.128238095,33.33333333,55.55555556,11.11111111,-44.44444444,1723.117647,1672.333333,1750.818182,-78.48484848,774.7777778,-8.84e-19,1.666666667,0,0,-5,1,The Vineyard,F,2,7.058333333,Control,-86.7068465,7
118,2,3,8.883805,0,NA,2.49861,NA,NA,NA,33.33333333,44.44444444,22.22222222,-22.22222222,1.114215556,1.752136667,0.795255,0.956881667,0.362454444,-1.877823129,5.437460317,0.847219527,0.51047619,-5.133333333,0.998040714,The Vineyard,F,2,7.991666667,Control,-86.7068465,7.01
119,0,0,3.315666667,1,3,14.107,3.667857143,3,0.352190476,16.66666667,22.22222222,11.11111111,-11.11111111,1442.777778,1618,1407.733333,210.2666667,-444.2222222,-0.822857143,0.233333333,0.844128397,0,5,1,Churchfields,F,2,9.155555556,Control,-11.29817029,9.1
119,1,1,1.841666667,1,4,9.022,2.416428571,3,0.574761905,0,0,0,0,1184.333333,NA,1184.333333,NA,104.8888889,-1.623714286,7.181333333,0.583848278,0,-5,1,Churchfields,F,2,9.416666667,Control,-11.29817029,9.05
119,2,2,9.72328,NA,NA,NA,NA,NA,NA,55.55555556,66.66666667,44.44444444,-22.22222222,2.945856944,2.4333325,3.5865125,-1.15318,-0.570996111,-1.002222237,4.998518711,0.999648018,0.491666709,1.033333249,0.99940027,Churchfields,F,2,10.46666667,Control,-11.29817029,10.05
120,0,1,2.4665,1,2,11.431,3.315857143,1,0.849357143,0,0,0,0,1066.058824,NA,1066.058824,NA,551.6666667,0,-5,1,0,5,1,The Vineyard,M,1,8.458333333,Experimental,-1.487563275,8.5
120,1,0,0.8215,1,1,4.527,1.629857143,1,0.808357143,0,0,0,0,654.9411765,NA,654.9411765,NA,254.5555556,-2.285714286,9.666666667,0.685714286,0,-5,1,The Vineyard,M,1,8.647222222,Experimental,-1.487563275,8.07
120,2,1,3.9147,1,NA,0.602,NA,NA,NA,61.11111111,77.77777778,44.44444444,-33.33333333,1.393488889,1.755390909,0.824785714,0.930605195,-0.063,-2.220343192,8.431162109,0.862923601,0.648461914,-0.493164063,0.969767404,The Vineyard,M,1,9.658333333,Experimental,-1.487563275,9.07
121,0,1,1.505166667,0,3,5.136,1.638857143,2,0.133690476,0,0,0,0,849.1176471,NA,849.1176471,NA,102.3333333,0,-5,1,0,5,1,Churchfields,F,2,7.602777778,Control,3.455538381,7.7
121,1,1,1.2445,0,3,4.66,1.531,2,0.2865,0,0,0,0,838.5,NA,838.5,NA,99.66666667,-2.285714286,9.666666667,0.685714286,0,-5,1,Churchfields,F,2,7.863888889,Control,3.455538381,7.01
121,2,1,4.609245,1,NA,0.001095,NA,NA,NA,0,0,0,0,1.150430833,NA,1.150430833,NA,0.143317222,-1.595202562,3.608783063,0.938408745,0.141208861,4.016363356,0.6,Churchfields,F,2,8.902777778,Control,3.455538381,8.01
122,0,2,3.14,0,3,7.12,4.069142857,1,0.929142857,16.66666667,33.33333333,0,11.11111111,1790.647059,1959.666667,1754.428571,205.2380952,1006.222222,-1.567714286,3.022,0.855279275,1.1095,-4.22,0.98360105900000006,Churchfields,M,1,7.102777778,Experimental,-11.39519116,7.1
122,1,3,1.11,0,5,9.252,2.196571429,2,1.086571429,33.33333333,33.33333333,33.33333333,0,1069.176471,1406,928.8333333,477.1666667,518,-0.006571429,4.681333333,8.22069e-4,-0.3885,3.29,0.674938373,Churchfields,M,1,7.35,Experimental,-11.39519116,7.04
122,2,0,5.719,0,NA,1.235,NA,NA,NA,83.33333333,66.66666667,100,33.33333333,1.399388889,1.311666667,1.838,-0.526333333,0.370333333,-0.008658009,4.988215488,0.32481203,0.003156566,4.917929293,0.454545455,Churchfields,M,1,8.488888889,Experimental,-11.39519116,8.05
123,0,3,2.209833333,0,3,20.537,4.388,0,2.178166667,27.77777778,22.22222222,33.33333333,11.11111111,1924.470588,3913.5,1312.461538,2601.038462,1965.444444,-1.15,5.366666667,0.970889229,0.9415,-2.4,0.958259361,Churchfields,M,1,9.077777778,Experimental,-1.213454333,9
123,1,0,2.086666667,0,2,7.349,1.964571429,2,-0.122095238,61.11111111,88.88888889,33.33333333,-55.55555556,849.0555556,1032.454545,560.8571429,471.5974026,822.3333333,1.18,-0.853333333,0.779067562,-0.8095,6.505,0.813142567,Churchfields,M,1,9.325,Experimental,-1.213454333,9.03
123,2,0,4.954,0,NA,0.67,NA,NA,NA,100,100,100,0,1.388666667,1.388666667,NA,NA,0.086666667,-0.377314815,5.786265432,0.696856988,0.345486111,2.037037037,0.892327529,Churchfields,M,1,10.45555556,Experimental,-1.213454333,10.05
124,0,6,1.882333333,0,2,4.124,2.012714286,-4,0.130380952,38.88888889,44.44444444,33.33333333,-11.11111111,1776.611111,2250.285714,1475.181818,775.1038961,22.77777778,-1.947142857,7.613333333,0.921048252,0.6835,0.21,0.837746092,Churchfields,M,2,9.172222222,Control,-36.53449674,9.2
124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,M,2,9.444444444,Control,-36.53449674,9.05
124,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,M,2,NA,Control,-36.53449674,NA
125,0,2,1.264666667,0,3,8.559,2.503142857,1,1.23847619,27.77777778,33.33333333,22.22222222,-11.11111111,1305.647059,1694.75,1185.923077,508.8269231,1068.555556,-1.254,4.4473333330000004,0.982040959,0.5145,-1.05,0.999722415,Churchfields,M,2,7.633333333,Control,-0.186780378,7.7
125,1,3,7.702,0,NA,1.849,NA,NA,NA,22.22222222,33.33333333,11.11111111,-22.22222222,1.434444444,1.99425,1.2745,0.71975,0.514888889,-1.027857143,5.143333333,0.99694649,0.639375,-0.4375,0.97061254,Churchfields,M,2,8.155555556,Control,-0.186780378,8.01
125,2,2,3.83431,1,NA,2.66434,NA,NA,NA,22.22222222,11.11111111,33.33333333,22.22222222,1.813286111,4.71077875,0.985431071,3.725347679,0.57273,-1.385714253,5.890123485,0.928947489,0.788425869,-1.796296084,0.945317024,Churchfields,M,2,8.913888889,Control,-0.186780378,8.01
126,0,2,1.211,0,3,4.892,1.646285714,1,0.435285714,22.22222222,33.33333333,11.11111111,-22.22222222,1730.055556,3092,1340.928571,1751.071429,271.2222222,-0.862,3.635333333,0.868129951,0.301,1.54,0.878384798,Churchfields,M,2,10.45833333,Control,0.780273236,10.5
126,1,3,4.980485,0,NA,1.114845,NA,NA,NA,66.66666667,88.88888889,44.44444444,-44.44444444,1.256348333,1.26977375,1.2294975,0.04027625,-0.160425556,-0.858928571,5.316666667,0.962919545,0.643125,-0.49375,0.970687972,Churchfields,M,2,10.98055556,Control,0.780273236,10.11
126,2,4,2.349445,0,NA,0.02265,NA,NA,NA,61.11111111,77.77777778,44.44444444,-33.33333333,1.412396944,1.900977273,0.644627857,1.256349416,-0.885909444,-0.891798958,5.758642173,0.944742158,0.708333404,-1.046296226,0.885771755,Churchfields,M,2,11.73888889,Control,0.780273236,11.08
127,0,1,2.2885,0,2,7.668,3.141571429,1,0.853071429,66.66666667,66.66666667,66.66666667,0,654.2352941,579,792.1666667,-213.1666667,196.4444444,0,5,1,0.6815,0.16,0.879402708,Churchfields,M,2,7.469444444,Control,-11.98021962,7.5
127,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,M,2,7.727777778,Control,-11.98021962,7.08
127,2,2,4.21269,1,NA,2.998605,NA,NA,NA,100,100,100,0,0.979706176,0.979706176,NA,NA,-0.657107222,-0.878799378,5.064601192,0.718775242,1.512936645,-9.442881213,0.71523583,Churchfields,M,2,8.780555556,Control,-11.98021962,8.09
128,0,1,3.291666667,1,1,8.657,2.686857143,0,-0.604809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,2,7.011111111,Control,NA,7
128,1,0,5.279166667,1,0,9.214,4.745571429,0,-0.533595238,0,0,0,0,860,NA,860,NA,328.8888889,-1.936857143,8.980666667,0.697167087,-0.0675,-4.55,0.6,The Vineyard,F,2,7.227777778,Control,NA,7.02
128,2,1,12.449745,0,NA,7.782775,NA,NA,NA,100,100,100,0,3.285431667,3.285431667,NA,NA,-0.547932222,-0.833650816,3.021481903,0.898875198,1.48555553,-9.916666614,0.59908942,The Vineyard,F,2,8.166666667,Control,NA,8.02
129,0,3,7.926,0,2,31.283,6.332857143,-1,-1.593142857,0,0,0,0,986.8823529,NA,986.8823529,NA,447.2222222,0,-5,1,0,5,1,Churchfields,F,1,6.025,Experimental,-19.75510694,6
129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,F,1,6.275,Experimental,-19.75510694,6.03
129,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,F,1,NA,Experimental,-19.75510694,NA
130,0,2,2.878833333,0,3,4.337,3.244,1,0.365166667,22.22222222,22.22222222,22.22222222,0,1646.833333,2994.25,1261.857143,1732.392857,-101.2222222,-0.918,2.291333333,0.969993631,0.427,-1.33,0.794236926,Churchfields,F,1,9.086111111,Experimental,-5.355612471,9.1
130,1,3,1.985833333,0,2,3.989,3.725285714,-1,1.739452381,27.77777778,33.33333333,22.22222222,-11.11111111,1246.235294,1818.6,1007.75,810.85,613.8888889,1.523428571,-3.735333333,0.745625262,-0.812,2.485,0.962173758,Churchfields,F,1,9.336111111,Experimental,-5.355612471,9.04
130,2,3,7.0369,0,NA,1.05135,NA,NA,NA,61.11111111,77.77777778,44.44444444,-33.33333333,3.848417222,4.319111364,3.108755,1.210356364,-2.22971,-1.008465608,4.983333333,0.999367561,0.797685185,-1.486111111,0.988885761,Churchfields,F,1,10.375,Experimental,-5.355612471,10.04
131,0,3,5.1335,0,3,12.294,3.501285714,0,-1.632214286,11.11111111,11.11111111,11.11111111,0,1519.705882,7104,1170.6875,5933.3125,310.8888889,-1.281714286,1.309333333,0.738974103,0,5,1,Churchfields,F,1,10.33055556,Experimental,4.935693726,10.3
131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,F,1,10.9,Experimental,4.935693726,10.01
131,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchfields,F,1,NA,Experimental,4.935693726,NA
132,0,2,8.777333333,1,2,17.96,4.250285714,0,-4.527047619,38.88888889,66.66666667,11.11111111,-55.55555556,2105.5,2185,2054.909091,130.0909091,941,-0.63,5.18,0.844001191,0.9635,-2.535,0.986198691,Churchfields,M,2,9.213888889,Control,-3.085416242,9.2
132,1,2,2.168,1,3,5.76,2.401571429,1,0.233571429,61.11111111,55.55555556,66.66666667,11.11111111,1896.833333,2067.818182,1628.142857,439.6753247,-556.3333333,-1.448,5.401333333,0.389280624,0.1095,-5.365,0.6,Churchfields,M,2,9.4,Control,-3.085416242,9.04
132,2,3,2.9134,1,NA,3.32089,NA,NA,NA,100,100,100,0,0.9519025,0.9519025,NA,NA,-0.110819444,-1.25211635,6.319135737,0.989816549,0,4.944445292,1,Churchfields,M,2,NA,Control,-3.085416242,10.05
134,0,2,0.928666667,0,3,16.987,3.247857143,1,2.319190476,38.88888889,55.55555556,22.22222222,-33.33333333,784.7777778,950,679.6363636,270.3636364,133.1111111,-0.486285714,5.032,0.998526066,0.6275,0.02,0.994274333,Ray Lodge,F,1,9.530555556,Experimental,6.552250153,9.6
134,1,4,4.616,1,NA,5.352,NA,NA,NA,38.88888889,44.44444444,33.33333333,-11.11111111,0.989588235,1.052333333,0.955363636,0.096969697,0.369,-1.527248677,6.887037037,0.840829579,0.606481481,0.138888889,0.956844159,Ray Lodge,F,1,9.961111111,Experimental,6.552250153,9.11
134,2,0,4.31223,1,NA,1.09171,NA,NA,NA,38.88888889,44.44444444,33.33333333,-11.11111111,1.291794444,1.723488571,1.01708,0.706408571,-0.108694444,-1.107407407,7.008641975,0.807406085,0.412037037,1.546296296,0.961076464,Ray Lodge,F,1,10.71944444,Experimental,6.552250153,10.08
135,0,2,2.299666667,NA,NA,NA,NA,NA,NA,100,100,100,0,2145.882353,2145.882353,NA,NA,-1982,-0.812571429,4.137333333,0.124268666,1.5225,-10,0.635925002,Ray Lodge,F,1,6.313888889,Experimental,-11.42889302,6.3
135,1,0,6.61021,1,NA,2.567625,NA,NA,NA,33.33333333,44.44444444,22.22222222,-22.22222222,1.843376389,2.2468825,1.641623333,0.605259167,-0.201151667,-0.50978836,1.082098766,0.070070587,0.009722222,4.907407407,0.890909091,Ray Lodge,F,1,6.744444444,Experimental,-11.42889302,6.08
135,2,0,4.98563,1,NA,19.78263,NA,NA,NA,100,100,100,0,2.169590278,2.169590278,NA,NA,0.761989444,-1.133862434,6.255555556,0.981015825,0.161574074,3.416666667,0.649207153,Ray Lodge,F,1,7.502777778,Experimental,-11.42889302,7.06
136,0,3,1.1665,0,3,2.699,1.280857143,0,0.114357143,38.88888889,33.33333333,44.44444444,11.11111111,1304.388889,1677,1067.272727,609.7272727,385,-0.658,2.781333333,0.462018824,1.084,-2.885,0.896110304,Ray Lodge,F,1,8.494444444,Experimental,16.47180286,8.5
136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ray Lodge,F,1,NA,Experimental,16.47180286,NA
136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ray Lodge,F,1,NA,Experimental,16.47180286,NA
137,0,2,3.5165,1,3,44.247,9.664,1,6.1475,0,0,0,0,809.2352941,NA,809.2352941,NA,517,0,-5,1,0,5,1,Ray Lodge,F,2,6.175,Control,-3.261984488,6.2
137,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ray Lodge,F,2,6.588888889,Control,-3.261984488,6.07
