p_id,session,age,group,meango_corrrtnr_t,corsi_max_wm_t,totalsessions,trainingslope,Fssrtnr_t,ay_bx_t,PBI_RT_t,cf_switchrt_t,dprimeONEBACK_t,dprimeTWOBACK_t,oneback_hits_av_rt_t,twoback_hits_av_rt_t,stroop_rt_t,flankerswitch_rt_t,flank_inh_rt_t
251,t0,8.8222218,Con,449.93478,5,24,-15.90688,268,-0.27268863,2.6994331,-28.84613,0.88690472,0.059523813,5003.4287,3927.3635,186.81543,-24.400024,84.049988
251,t1,8.8222218,Con,508.19565,6,24,-15.90688,252.66667,0.78444493,2.1585481,-100.08069,0.5,0.25,4986.7998,4996,67.090942,57.900024,-59.900024
252,t0,10.119445,Con,762.11627,6,3,-109.45273,270.63159,-0.31284884,-1.4674191,-98.039185,0.85119045,0.88095242,5147,4277.4165,219.05786,-24.400024,706.79999
252,t1,10.119445,Con,423.53192,6,3,-109.45273,176.26315,0.063913144,5.9125581,145.50092,0.88690472,0.42857143,4191.3335,4996,337.82959,146.95001,101.70001
253,t0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,t0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,t0,7.0138888,Con,601.36957,6,31,-11.169564,252.73685,-0.20616642,0.63899684,252.34637,0.95833331,0.95833331,4986.5557,4998,536.05786,212.80005,-47
255,t1,7.0138888,Con,450.79166,4,31,-11.169564,329,0.031209311,-0.17455398,153.41113000000001,0.77976191,0.26190478,4736.8335,4483,164.95642,318.29999,96.600037
256,t0,6.9888887,Exp,520.81818,5,NA,NA,225,-0.72438103,-0.94246846,NA,NA,NA,NA,NA,NA,NA,NA
256,t1,6.9888887,Exp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,t0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,t0,9.2777777,Con,456.76746,5,NA,NA,303.33334,1.0546097,-0.85937119,NA,NA,NA,NA,NA,NA,NA,NA
258,t1,9.2777777,Con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,t0,7.1750002,Con,689.95123,6,NA,NA,186.36842,0.62219691,1.1477048,NA,NA,NA,NA,NA,NA,NA,NA
259,t1,7.1750002,Con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,t0,11.247222,Con,657.10638,7,17,6.2168479,236.94118,-0.023914412,8.3341618,93.137268,0.6785714,0.54761904,3172.25,3863.2727,105.17462,318.29999,203.34998
260,t1,11.247222,Con,605.02222,5,17,6.2168479,256,-0.58255255,-1.9822401,122.46753,0.88690472,0.85119045,4794.6362,3524.625,196.18018,-216.94998,37.300049
261,t0,8.1750002,Con,616.6087,5,29,14.135307,324,-0.26544225,1.5413857,-16.666687,0.91666669,0.059523813,4548.7271,4687.3335,337.82959,-28.149963,71.699951
261,t1,8.1750002,Con,691.72412,5,29,14.135307,204.17647,-0.33958501,-6.3628259,544.91174,0.95833331,0.63095242,4996,5147.25,194.96362,193.39996,-37.5
262,t0,9.0249996,Con,616.74072,5,NA,NA,NA,-0.51375151,0.50583071,-91.34613,NA,NA,NA,NA,NA,NA,NA
262,t1,9.0249996,Con,571.71741,NA,NA,NA,145.22223,-0.49621424,-0.36143056,676.85669,NA,NA,NA,NA,NA,NA,NA
263,t0,11.258333,Con,694.31915,6,NA,NA,366.44446,0.10171328,35.392136,NA,NA,NA,NA,NA,NA,NA,NA
263,t1,11.258333,Con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,t0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,t0,9.9694443,Exp,453.39584,7,NA,NA,241.77777,0.13932568,44.423309,-164.10254,NA,NA,NA,NA,NA,NA,NA
265,t1,9.9694443,Exp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,t0,NA,NA,NA,NA,7,17.653389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,t1,NA,NA,NA,NA,7,17.653389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
