p_id,age,session,group,trainingslope,totalsessions,meango_corrrtnr_t,Fssrtnr_t,PBI_t,cogflex_t,corsi_max_wm_t
206,NA,t0,Exp,NA,NA,NA,NA,NA,NA,NA
206,NA,t1,Exp,NA,NA,NA,NA,NA,NA,NA
206,NA,t2,Exp,NA,NA,NA,NA,NA,NA,NA
207,NA,t0,Exp,NA,NA,NA,NA,NA,NA,NA
207,NA,t1,Exp,NA,NA,NA,NA,NA,NA,NA
207,NA,t2,Exp,NA,NA,NA,NA,NA,NA,NA
208,7.8444443,t0,Exp,-5.5799899,34,601.04547,187.22223,1.0158801,0.064022243,5
208,7.8444443,t1,Exp,-5.5799899,34,534.5,186.35294,0.033517953,0.47426775,5
208,7.8444443,t2,Exp,-5.5799899,34,566.65002,269.77777,-0.83262789,-0.91454816,5
209,8.6416664,t0,Con,-2.3639157,33,618.4762,206.88889,-0.43171388,-0.47258863,5
209,8.6416664,t1,Con,-2.3639157,33,528.75,221.77777,0.27907661,-0.73310995,5
209,8.6416664,t2,Con,-2.3639157,33,773.71875,219.05263,0.37009725,-0.58810848,5
210,8.666667,t0,Exp,NA,NA,739.41028,NA,0.18621939,-0.12697195,5
210,8.666667,t1,Exp,NA,NA,NA,NA,-0.92581767,-0.020363122,NA
210,8.666667,t2,Exp,NA,NA,748.38098,NA,-0.76924932,-0.63600922,7
211,10.711111,t0,Exp,NA,NA,521.30615,166,0.73809272,NA,6
211,10.711111,t1,Exp,NA,NA,NA,NA,NA,NA,NA
211,10.711111,t2,Exp,NA,NA,NA,NA,NA,NA,NA
212,7.7888889,t0,Exp,NA,1,626.7619,237.05263,0.74487579,-0.25985155,5
212,7.7888889,t1,Exp,NA,1,NA,NA,NA,NA,NA
212,7.7888889,t2,Exp,NA,1,NA,NA,NA,NA,NA
213,11.875,t0,Exp,-0.64807278,25,558.93475,132.57895,0.25124314,-0.99554831,6
213,11.875,t1,Exp,-0.64807278,25,708.08698,238,-0.38072488,-0.58331692,7
213,11.875,t2,Exp,-0.64807278,25,809.0769,155.78947,-0.41297191,0.011238392,7
214,10.713889,t0,Con,-14.046294,8,536.53998,290.29413,-0.73403847,-0.23335302,6
214,10.713889,t1,Con,-14.046294,8,462.43243,177,-0.22540338,0.6405108,6
214,10.713889,t2,Con,-14.046294,8,498.19446,206.25,-0.48649883,-0.35581082000000003,7
215,10.716666,t0,Con,NA,NA,573.9787,207.5,-0.28987411,-0.19323704,6
215,10.716666,t1,Con,NA,NA,NA,NA,NA,NA,NA
215,10.716666,t2,Con,NA,NA,NA,NA,NA,NA,NA
216,8.7333336,t0,Con,NA,NA,451.4762,291.47058,-0.87718236,-0.46336028,7
216,8.7333336,t1,Con,NA,NA,NA,NA,NA,NA,NA
216,8.7333336,t2,Con,NA,NA,NA,NA,NA,NA,NA
217,8.6861115,t0,Exp,-6.4987874,4,628.3269,261,0.56218237,-0.49410754,7
217,8.6861115,t1,Exp,-6.4987874,4,692.84784,248.75,0.41961744,-0.59255266,5
217,8.6861115,t2,Exp,-6.4987874,4,688.33331,169.94737,-0.33169371,-0.65212369,5
218,NA,t0,Con,NA,NA,NA,NA,NA,NA,NA
218,NA,t1,Con,NA,NA,NA,NA,NA,NA,NA
218,NA,t2,Con,NA,NA,NA,NA,NA,NA,NA
219,NA,t0,Con,NA,NA,NA,NA,NA,NA,NA
219,NA,t1,Con,NA,NA,NA,NA,NA,NA,NA
219,NA,t2,Con,NA,NA,NA,NA,NA,NA,NA
220,NA,t0,Con,NA,NA,NA,NA,NA,NA,NA
220,NA,t1,Con,NA,NA,NA,NA,NA,NA,NA
220,NA,t2,Con,NA,NA,NA,NA,NA,NA,NA
221,9.0083332,t0,Exp,-15.124452,7,739.13336,255.33333,-0.45077571,-0.56319594,4
221,9.0083332,t1,Exp,-15.124452,7,812.06451,309.17648,-0.19833584,-0.11041279,7
221,9.0083332,t2,Exp,-15.124452,7,761.14636,146,-0.41254988,-0.080857396,6
222,7.5138888,t0,Exp,-5.1182852,22,559.92859,349,0.29641628,0.4522762,5
222,7.5138888,t1,Exp,-5.1182852,22,811.30768,250.23529,0.0091449544,-0.052606761,6
222,7.5138888,t2,Exp,-5.1182852,22,562.27454,229.55556,-0.80452991,0.12808843,6
223,8.6444445,t0,Exp,NA,1,569.63043,139.33333,0.73633546,NA,NA
223,8.6444445,t1,Exp,NA,1,645.37207,163.05882,0.41105437,0.48918268,NA
223,8.6444445,t2,Exp,NA,1,629.41669,NA,0.041962057,1.0283208,7
224,NA,t0,Con,NA,NA,NA,NA,NA,NA,NA
224,NA,t1,Con,NA,NA,NA,NA,NA,NA,NA
224,NA,t2,Con,NA,NA,NA,NA,NA,NA,NA
225,NA,t0,Exp,NA,NA,NA,NA,NA,NA,NA
225,NA,t1,Exp,NA,NA,NA,NA,NA,NA,NA
225,NA,t2,Exp,NA,NA,NA,NA,NA,NA,NA
226,9.583333,t0,Exp,-4.4920306,20,482.31915,236,-0.41148937,-1.0246272,6
226,9.583333,t1,Exp,-4.4920306,20,602.5517,230.64706,0.42359942,0.039958,7
226,9.583333,t2,Exp,-4.4920306,20,830.49152,190.05882,0.49684092,-0.14212132,7
227,NA,t0,Exp,NA,NA,NA,NA,NA,NA,NA
227,NA,t1,Exp,NA,NA,NA,NA,NA,NA,NA
227,NA,t2,Exp,NA,NA,NA,NA,NA,NA,NA
228,11.388889,t0,Exp,-23.830997,17,483.46939,229.55556,0.29915401,-0.42888555,6
228,11.388889,t1,Exp,-23.830997,17,677.16669,130.77777,0.44071904,-0.12903211,5
228,11.388889,t2,Exp,-23.830997,17,685.15625,158.10527,0.021312771,-0.84731609,6
229,NA,t0,Exp,NA,NA,NA,NA,NA,NA,NA
229,NA,t1,Exp,NA,NA,NA,NA,NA,NA,NA
229,NA,t2,Exp,NA,NA,NA,NA,NA,NA,NA
230,NA,t0,Exp,NA,NA,NA,NA,NA,NA,NA
230,NA,t1,Exp,NA,NA,NA,NA,NA,NA,NA
230,NA,t2,Exp,NA,NA,NA,NA,NA,NA,NA
231,NA,t0,Con,NA,NA,NA,NA,NA,NA,NA
231,NA,t1,Con,NA,NA,NA,NA,NA,NA,NA
231,NA,t2,Con,NA,NA,NA,NA,NA,NA,NA
232,7.7638888,t0,Exp,NA,NA,384.64999,298.36841,-0.13045914,-0.34367222,6
232,7.7638888,t1,Exp,NA,NA,681.58331,157.1579,-0.43130958,0.33975038,NA
232,7.7638888,t2,Exp,NA,NA,795.06665,210,0.080563247,0.16991468,7
233,10.955556,t0,Con,-5.1224551,29,768.71429,178.77777,-0.081225961,0.10779884,6
233,10.955556,t1,Con,-5.1224551,29,659.16278,181.21053,-0.40867114,0.38984302,7
233,10.955556,t2,Con,-5.1224551,29,609.5625,237.25,0.026833994,-0.28074664,7
234,NA,t0,Con,NA,NA,NA,NA,NA,NA,NA
234,NA,t1,Con,NA,NA,NA,NA,NA,NA,NA
234,NA,t2,Con,NA,NA,NA,NA,NA,NA,NA
235,NA,t0,Con,NA,NA,NA,NA,NA,NA,NA
235,NA,t1,Con,NA,NA,NA,NA,NA,NA,NA
235,NA,t2,Con,NA,NA,NA,NA,NA,NA,NA
236,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
237,10.283334,t0,Con,-9.3882065,18,780.32434,144.73685,0.66245008,-0.9212029,6
237,10.283334,t1,Con,-9.3882065,18,673.04877,205.66667,0.4226754,-0.3202841,7
237,10.283334,t2,Con,-9.3882065,18,689.54169,131,0.51928097,-0.28233588,6
238,10.283334,t0,Con,-2.4036951,21,449.93478,198.11111,0.96801126,0.42246631,6
238,10.283334,t1,Con,-2.4036951,21,468.28571,189,0.026567467,0.32731017,5
238,10.283334,t2,Con,-2.4036951,21,571.62,270.66666,0.94795632,0.48987812,7
239,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
243,7.8333335,t0,NA,NA,NA,NA,NA,NA,NA,NA
243,7.8333335,t1,NA,NA,NA,NA,NA,NA,NA,NA
243,7.8333335,t2,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
246,11.566667,t0,Exp,2.031147,30,792.3158,198,-0.43778244,-0.77637696,7
246,11.566667,t1,Exp,2.031147,30,683.617,267.26315,0.44071904,0.23219173,5
246,11.566667,t2,Exp,2.031147,30,566.65002,187,-0.58283824,0.12808843,6
247,11.566667,t0,Exp,0.86429584,29,730.2381,169.55556,-0.42558509,-0.19428492,6
247,11.566667,t1,Exp,0.86429584,29,740.9787,147.88889,0.016438346,-0.82041299,7
247,11.566667,t2,Exp,0.86429584,29,749.31708,295.94736,0.74241483,-0.31189919,7
248,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
248,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
248,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
250,9.0277777,t0,Exp,-4.0532274,27,536,267.63159,0.1346027,-1.2235199,6
250,9.0277777,t1,Exp,-4.0532274,27,837.29633,133.78947,0.0091449544,-0.37664786,6
250,9.0277777,t2,Exp,-4.0532274,27,750.44739,144.44444,0.45109954,-0.30504459,5
251,8.8222218,t0,Con,-15.90688,24,449.93478,268,-0.71436644,-0.81777871,5
251,8.8222218,t1,Con,-15.90688,24,508.19565,252.66667,0.016735272,-0.068121672,6
251,8.8222218,t2,Con,-15.90688,24,449.36957,204,0.54276013,-0.096909046,7
252,10.119445,t0,Con,-109.45273,3,762.11627,270.63159,-0.44535449,-0.20855764,6
252,10.119445,t1,Con,-109.45273,3,423.53192,176.26315,0.2705189,-0.19265628,6
252,10.119445,t2,Con,-109.45273,3,627.62219,185.35294,0.037585944,0.37517071,7
253,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
255,7.0138888,t0,Con,-11.169564,31,601.36957,252.73685,0.47888139,-0.81777871,6
255,7.0138888,t1,Con,-11.169564,31,786.15912,221,0.66245008,1.0154307,5
255,7.0138888,t2,Con,-11.169564,31,505.14706,246,0.79589635,0.0034907544,5
256,6.9888887,t0,Exp,NA,NA,520.81818,225,-0.44245747,NA,5
256,6.9888887,t1,Exp,NA,NA,NA,NA,NA,NA,NA
256,6.9888887,t2,Exp,NA,NA,NA,NA,NA,NA,NA
257,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
258,9.2777777,t0,Con,NA,NA,456.76746,303.33334,0.58012575,NA,5
258,9.2777777,t1,Con,NA,NA,NA,NA,NA,NA,NA
258,9.2777777,t2,Con,NA,NA,NA,NA,NA,NA,NA
259,7.1750002,t0,Con,NA,NA,689.95123,186.36842,0.59117407,NA,6
259,7.1750002,t1,Con,NA,NA,NA,NA,NA,NA,NA
259,7.1750002,t2,Con,NA,NA,NA,NA,NA,NA,NA
260,11.247222,t0,Con,6.2168479,17,657.10638,236.94118,0.19280857,-0.68857402,7
260,11.247222,t1,Con,6.2168479,17,605.02222,98.526314,-0.8793987,-0.70854616,5
260,11.247222,t2,Con,6.2168479,17,761.11108,298.11765,-0.41553855,0.85087526,7
261,8.1750002,t0,Con,14.135307,29,616.6087,174,-0.016090838,-0.70112836,5
261,8.1750002,t1,Con,14.135307,29,691.72412,204.17647,-0.25503451,-0.1674782,5
261,8.1750002,t2,Con,14.135307,29,630.72729,257.66666,-0.19051574,-0.37664786,6
262,9.0249996,t0,Con,NA,NA,616.74072,NA,-0.61698699,-0.9212029,5
262,9.0249996,t1,Con,NA,NA,571.71741,145.22223,-0.39209723,0.42147511,NA
262,9.0249996,t2,Con,NA,NA,607.68182,184.26315,0.83383691,0.57895476,6
263,11.258333,t0,Con,NA,NA,694.31915,366.44446,0.12310646,NA,6
263,11.258333,t1,Con,NA,NA,NA,NA,NA,NA,NA
263,11.258333,t2,Con,NA,NA,622.1087,228.63158,0.025172917,-0.20633563,7
264,NA,t0,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,t1,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,t2,NA,NA,NA,NA,NA,NA,NA,NA
265,9.9694443,t0,Exp,NA,NA,453.39584,241.77777,0.17294672,NA,7
265,9.9694443,t1,Exp,NA,NA,NA,NA,NA,NA,NA
265,9.9694443,t2,Exp,NA,NA,NA,NA,NA,NA,NA
NA,NA,t0,NA,17.653389,7,NA,NA,NA,NA,NA
NA,NA,t1,NA,17.653389,7,NA,NA,NA,NA,NA
NA,NA,t2,NA,17.653389,7,NA,NA,NA,NA,NA
